826,1985,2281,3248,2440,3366,2625,3783,4410,4335,4452,3303,2343,2698,3378,1528,4930.5,3527,3299,2177,2680,3321,3401,2394,2504,3354,2249,2212,4606,5255
831,1969,2333,3444,2491,3308,2676,3836,4462,4315,4419,3297,2360,2787,3476,1437,4698,3490,3302,2149,2656,3417,3370,2455,2644,3480,2229,2202,4342,5054
897,2049,2363,3512,2537,3364,2677,3936,4501,4397,4448,3351,2386,2750,3388,1468,4619,3524,3301,2190,2694,3516,3550,2416,2571,3419,2208,2224,4258,4980
844,1998,2347,3465,2425,3351,2787,3911,4536,4417,4437,3286,2440,2726,3423,1409,4477.5,3530,3296,2183,2726,3476,3617,2441,2624,3491,2227,2212,4090,4865
856,2126,2417,3498,2521,3342,2756,3878,4537,4439,4468,3300,2458,2671,3407,1393,4468.5,3510,3269,2181,2569,3415,3514,2504,2633,3496,2189,2185,4075,4862
874,1976,2459,3487,2519,3355,2808,3803,4525,4336,4396,3307,2441,2712,3387,1378,4503.5,3457,3285,2199,2598,3415,3438,2481,2659,3397,2188,2195,4093,4914
801,1974,2373,3377,2517,3264,2692,3912,4545,4325,4342,3298,2435,2749,3384,1394,4498.5,3597,3268,2121,2563,3359,3437,2454,2600,3414,2200,2182,4135,4862
860,1949,2307,3210,2393,3197,2596,3837,4445,4326,4388,3199,2322,2717,3417,1433,4707,3676,3247,2151,2615,3304,3289,2445,2609,3323,2260,2169,4348,5066
802,1923,2294,3182,2249,3328,2439,3858,4301,4181,4166,3277,2217,2545,3289,1573,4853.5,3699,3301,2033,2619,3126,3226,2378,2554,3312,2259,2124,4624,5083
793,1770,2225,3060,2312,3224,2335,3787,4106,4020,4087,3155,2136,2449,3104,1782,5273.5,4099,3530,1997,2561,2976,3143,2390,2472,3033,2259,2113,5166,5381
784,1696,2375,2741,2133,3085,2168,3715,3917,3733,3994,3108,1976,2402,2971,1956,5684.5,4611,3954,1900,2664,2895,2927,2176,2178,2949,2085,1970,5712,5657
798,1771,2845,2655,2002,3040,2075,3599,3736,3587,3882,3181,1878,2342,2804,2221,6104.5,4469,3932,1878,2524,2797,2773,2052,2207,2904,2078,1851,6276,5933
740,1805,2942,2601,1951,2989,1922,3577,3630,3382,3932,3217,1779,2203,2728,2318,6236,4418,3902,1806,2398,2707,2746,1991,2115,2784,1928,1757,6492,5980
737,1658,2904,2502,1877,2766,1966,3452,3576,3343,3883,3090,1822,2122,2672,2342,6273.5,4520,3826,1743,2417,2550,2592,1908,2051,2753,1888,1703,6573,5974
710,1739,2774,2474,1897,2720,1878,3578,3503,3160,3752,3167,1778,2029,2629,2483,6354.5,4513,3937,1683,2423,2596,2567,2032,2072,2755,1931,1771,6754,5955
702,1767,2515,2446,1922,2670,1856,3493,3521,3178,3713,3055,1721,2041,2739,2414,6422,4671,4089,1660,2397,2555,2599,1986,2071,2771,1983,1690,6799,6045
718,1594,2230,2472,1969,2624,2021,3684,3664,3238,3763,3069,1789,2254,2822,2395,6519.5,4604,3962,1695,2535,2576,2593,2124,2186,2892,2066,1772,6869,6170
746,1643,2023,2551,2075,2759,1986,3701,3770,3219,3952,3164,1837,2253,2843,2411,6616,4426,3946,1698,2504,2666,2753,2204,2203,2822,2028,1896,6972,6260
803,1747,2051,2643,2059,2788,2068,3727,3762,3288,3797,3047,1938,2346,2835,2403,6451,4266,3775,1693,2445,2610,2708,2234,2322,2829,2128,1959,6806,6096
798,1813,2107,2604,2141,2861,2103,3729,3796,3382,3953,3077,1966,2376,2811,2173,6130.5,4060,3712,1774,2551,2692,2833,2018,2268,2890,2033,1981,6330,5931
821,1792,2036,2644,2131,2991,2332,3694,3918,3583,4014,3014,2050,2430,2873,1946,5916,3872,3596,1816,2513,2865,2960,2127,2292,3056,2111,2026,5981,5851
815,1844,2115,2874,2268,2992,2359,3668,3987,3788,4235,3015,2098,2589,3290,1835,5828.5,3876,3432,1915,2661,2908,2968,2388,2418,3044,2151,2064,5789,5868
807,1868,2152,3080,2266,3083,2470,3710,4122,3906,4246,3094,2166,2500,3261,1662,5425.5,3629,3371,2008,2627,3035,3022,2252,2337,3185,2133,2068,5252,5599
847,1911,2165,3164,2347,3201,2587,3802,4326,4131,4396,3125,2198,2496,3247,1553,5146,3445,3352,2033,2549,3094,3147,2278,2422,3341,2220,2105,4906,5386